LAMMPS data file via write_data, version 3 Mar 2020, timestep = 1000000

1048 atoms
11 atom types
23 bonds
10 bond types
39 angles
15 angle types
39 dihedrals
11 dihedral types
14 impropers
3 improper types

-1.0000000000000000e+01 4.4000000000000000e+01 xlo xhi
-1.6312799999999999e+01 1.6312799999999999e+01 ylo yhi
-1.6312799999999999e+01 1.6312799999999999e+01 zlo zhi

Masses

1 14.007
2 12.001
3 12.001
4 12.001
5 1.008
6 1.008
7 1.008
8 1.008
9 10.811
10 18.9984
11 196.967

Bond Coeffs # harmonic

1 13.3296 1.526
2 14.6196 1.09
3 14.6196 1.09
4 14.4906 1.475
5 15.7806 1.08
6 20.5106 1.343
7 15.7806 1.08
8 18.3606 1.381
9 23.6066 1.35
10 12.4696 1.393

Angle Coeffs # harmonic

1 1.505 109.5
2 2.15 109.5
3 3.01 128.8
4 3.01 121.2
5 3.01 121.2
6 1.505 119.7
7 2.15 109.5
8 2.15 109.5
9 1.505 109.5
10 2.15 109.5
11 3.01 120
12 1.505 120
13 3.01 120
14 1.505 120
15 2.15 109.5

Dihedral Coeffs # charmm

1 0.0731 2 180 0
2 0.0731 2 180 0
3 0.0999707 2 180 0
4 0.0999707 2 180 0
5 0.0066865 3 0 0
6 0 2 0 0
7 0.285941 2 180 0
8 0.07955 2 180 0
9 0.07955 2 180 0
10 0.0645 2 180 0
11 0.07955 2 180 0

Improper Coeffs # cvff

1 0.0473 -1 2
2 0.0473 -1 2
3 0.043 -1 2

Atoms # full

15 1 7 8.9200000000000002e-02 -3.2494576281668608e-01 -2.1967666421949672e+00 -1.4826960360625394e+00 0 0 0
10 1 6 2.0460000000000000e-01 1.0351451411798818e+00 -1.9888760377788375e-01 -9.2849433977102453e-03 0 0 0
6 1 4 3.2800000000000003e-02 -5.7714479270650421e-01 -1.4341288597165813e+00 -2.2478643096274080e+00 0 0 0
19 1 8 5.5599999999999997e-02 1.2905019301358454e+00 -1.8575805520054887e+00 -3.3593480526573338e+00 0 0 0
18 1 8 5.5599999999999997e-02 1.1185487263637631e-01 -1.2037166400753991e+00 -4.3563156322658338e+00 0 0 0
7 1 4 -7.9500000000000001e-02 1.9779070683844546e-01 -1.8976180455330327e+00 -3.5426446254601389e+00 0 0 0
17 1 8 5.5599999999999997e-02 -9.6912429806527395e-02 -2.9209271999208419e+00 -3.7866794772695007e+00 0 0 0
16 1 7 8.9200000000000002e-02 -1.6169511953333264e+00 -1.4755903233987187e+00 -2.4411446226197739e+00 0 0 0
1 1 1 -1.0000000000000000e-02 -3.9863017520712640e-02 -1.0342880335953990e-01 -1.8626546521917262e+00 0 0 0
20 2 9 8.2750000000000001e-01 -3.8140602656390993e-01 -6.6598802539557644e-01 2.2772818655567417e+00 0 0 0
24 2 10 -4.4690000000000002e-01 -3.9771264694291575e-01 -1.6904493791953912e+00 1.2550042805160824e+00 0 0 0
22 2 10 -4.4690000000000002e-01 -1.0102991798343686e+00 -1.1174619141648368e+00 3.5451538340592865e+00 0 0 0
